Categoria;Data ordine;Segmento;Obiettivo di vendita (Obiettivo di vendita)
Forniture per ufficio;23/09/2022;Grandi aziende;731
Forniture per ufficio;23/09/2022;Piccole aziende;205
Tecnologia;23/09/2022;Grandi aziende;632
Tecnologia;23/09/2022;Piccole aziende;365
Mobili;24/09/2022;Piccole aziende;1768
Forniture per ufficio;24/09/2022;Grandi aziende;1464
Forniture per ufficio;24/09/2022;Piccole aziende;197
Tecnologia;24/09/2022;Piccole aziende;507
Forniture per ufficio;25/09/2022;Privati;1801
Forniture per ufficio;25/09/2022;Grandi aziende;418
Forniture per ufficio;25/09/2022;Piccole aziende;745
Tecnologia;25/09/2022;Privati;910
Tecnologia;25/09/2022;Piccole aziende;668
Mobili;26/09/2022;Privati;1080
Forniture per ufficio;26/09/2022;Privati;668
Forniture per ufficio;26/09/2022;Grandi aziende;435
Forniture per ufficio;26/09/2022;Piccole aziende;17
Tecnologia;26/09/2022;Privati;731
Tecnologia;26/09/2022;Grandi aziende;71
Mobili;27/09/2022;Piccole aziende;144
Forniture per ufficio;27/09/2022;Privati;51
Forniture per ufficio;27/09/2022;Piccole aziende;837
Tecnologia;27/09/2022;Piccole aziende;625
Mobili;28/09/2022;Privati;3240
Forniture per ufficio;28/09/2022;Privati;1091
Mobili;29/09/2022;Privati;120
Mobili;29/09/2022;Grandi aziende;110
Forniture per ufficio;29/09/2022;Privati;308
Forniture per ufficio;29/09/2022;Grandi aziende;72
Tecnologia;29/09/2022;Grandi aziende;3102
Mobili;30/09/2022;Grandi aziende;189
Mobili;30/09/2022;Piccole aziende;331
Forniture per ufficio;30/09/2022;Privati;28
Forniture per ufficio;30/09/2022;Grandi aziende;563
Forniture per ufficio;30/09/2022;Piccole aziende;80
Tecnologia;30/09/2022;Privati;985
Tecnologia;30/09/2022;Grandi aziende;367
Mobili;01/10/2022;Privati;77
Tecnologia;01/10/2022;Privati;146
Tecnologia;01/10/2022;Piccole aziende;336
Mobili;02/10/2022;Piccole aziende;253
Forniture per ufficio;02/10/2022;Grandi aziende;46
Forniture per ufficio;02/10/2022;Piccole aziende;881
Tecnologia;02/10/2022;Grandi aziende;800
Tecnologia;02/10/2022;Piccole aziende;574
Forniture per ufficio;03/10/2022;Privati;476
Forniture per ufficio;03/10/2022;Grandi aziende;1841
Tecnologia;03/10/2022;Privati;718
Forniture per ufficio;05/10/2022;Grandi aziende;47
Mobili;06/10/2022;Privati;403
Mobili;06/10/2022;Piccole aziende;267
Forniture per ufficio;06/10/2022;Privati;121
Forniture per ufficio;06/10/2022;Grandi aziende;130
Forniture per ufficio;06/10/2022;Piccole aziende;77
Tecnologia;06/10/2022;Privati;670
Tecnologia;06/10/2022;Piccole aziende;1649
Mobili;07/10/2022;Privati;384
Mobili;07/10/2022;Grandi aziende;556
Forniture per ufficio;07/10/2022;Privati;251
Forniture per ufficio;07/10/2022;Grandi aziende;110
Tecnologia;07/10/2022;Privati;2098
Mobili;08/10/2022;Privati;91
Forniture per ufficio;08/10/2022;Privati;10
Tecnologia;08/10/2022;Privati;380
Tecnologia;09/10/2022;Privati;131
Mobili;10/10/2022;Privati;65
Forniture per ufficio;10/10/2022;Privati;21
Forniture per ufficio;10/10/2022;Grandi aziende;26
Forniture per ufficio;10/10/2022;Piccole aziende;73
Mobili;11/10/2022;Privati;270
Forniture per ufficio;11/10/2022;Piccole aziende;235
Tecnologia;11/10/2022;Privati;209
Mobili;13/10/2022;Privati;1287
Forniture per ufficio;13/10/2022;Privati;935
Forniture per ufficio;13/10/2022;Grandi aziende;260
Forniture per ufficio;13/10/2022;Piccole aziende;1807
Tecnologia;13/10/2022;Privati;4065
Tecnologia;13/10/2022;Grandi aziende;2813
Tecnologia;13/10/2022;Piccole aziende;573
Forniture per ufficio;14/10/2022;Privati;336
Forniture per ufficio;14/10/2022;Grandi aziende;1131
Tecnologia;14/10/2022;Privati;240
Tecnologia;14/10/2022;Grandi aziende;157
Forniture per ufficio;15/10/2022;Privati;1134
Tecnologia;15/10/2022;Privati;1345
Forniture per ufficio;16/10/2022;Privati;120
Forniture per ufficio;16/10/2022;Piccole aziende;47
Mobili;17/10/2022;Privati;530
Forniture per ufficio;17/10/2022;Privati;172
Forniture per ufficio;17/10/2022;Piccole aziende;444
Tecnologia;17/10/2022;Grandi aziende;1592
Tecnologia;17/10/2022;Piccole aziende;1540
Tecnologia;18/10/2022;Privati;510
Tecnologia;18/10/2022;Piccole aziende;1300
Mobili;19/10/2022;Privati;446
Forniture per ufficio;19/10/2022;Privati;379
Mobili;20/10/2022;Privati;719
Forniture per ufficio;20/10/2022;Privati;476
Forniture per ufficio;20/10/2022;Grandi aziende;662
Forniture per ufficio;20/10/2022;Piccole aziende;48
Tecnologia;20/10/2022;Privati;220
Tecnologia;20/10/2022;Grandi aziende;456
Mobili;21/10/2022;Piccole aziende;355
Forniture per ufficio;21/10/2022;Privati;351
Forniture per ufficio;21/10/2022;Piccole aziende;594
Tecnologia;21/10/2022;Privati;434
Forniture per ufficio;22/10/2022;Privati;482
Forniture per ufficio;22/10/2022;Grandi aziende;123
Tecnologia;22/10/2022;Privati;764
Mobili;23/10/2022;Grandi aziende;352
Forniture per ufficio;23/10/2022;Privati;76
Forniture per ufficio;23/10/2022;Grandi aziende;119
Forniture per ufficio;23/10/2022;Piccole aziende;321
Tecnologia;23/10/2022;Privati;805
Tecnologia;23/10/2022;Grandi aziende;566
Mobili;24/10/2022;Grandi aziende;188
Forniture per ufficio;24/10/2022;Privati;1081
Forniture per ufficio;24/10/2022;Grandi aziende;63
Tecnologia;24/10/2022;Privati;1398
Mobili;27/10/2022;Privati;674
Mobili;27/10/2022;Grandi aziende;938
Forniture per ufficio;27/10/2022;Grandi aziende;127
Forniture per ufficio;27/10/2022;Piccole aziende;70
Tecnologia;27/10/2022;Privati;409
Tecnologia;27/10/2022;Grandi aziende;231
Forniture per ufficio;28/10/2022;Privati;144
Forniture per ufficio;28/10/2022;Grandi aziende;61
Tecnologia;28/10/2022;Privati;3274
Forniture per ufficio;29/10/2022;Privati;961
Tecnologia;29/10/2022;Privati;1097
Mobili;30/10/2022;Privati;414
Forniture per ufficio;30/10/2022;Privati;1492
Forniture per ufficio;30/10/2022;Piccole aziende;40
Tecnologia;30/10/2022;Privati;1531
Tecnologia;30/10/2022;Grandi aziende;1270
Forniture per ufficio;31/10/2022;Privati;56
Forniture per ufficio;31/10/2022;Piccole aziende;153
Tecnologia;31/10/2022;Piccole aziende;237
Forniture per ufficio;01/11/2022;Grandi aziende;106
Tecnologia;01/11/2022;Grandi aziende;512
Tecnologia;01/11/2022;Piccole aziende;52
Mobili;02/11/2022;Grandi aziende;320
Tecnologia;02/11/2022;Grandi aziende;603
Forniture per ufficio;03/11/2022;Privati;70
Forniture per ufficio;03/11/2022;Grandi aziende;29
Forniture per ufficio;03/11/2022;Piccole aziende;529
Tecnologia;03/11/2022;Privati;222
Tecnologia;03/11/2022;Piccole aziende;1506
Forniture per ufficio;04/11/2022;Privati;35
Forniture per ufficio;04/11/2022;Grandi aziende;68
Tecnologia;04/11/2022;Grandi aziende;781
Mobili;05/11/2022;Privati;1677
Forniture per ufficio;05/11/2022;Privati;450
Forniture per ufficio;05/11/2022;Grandi aziende;48
Tecnologia;05/11/2022;Privati;190
Mobili;06/11/2022;Privati;593
Mobili;06/11/2022;Grandi aziende;594
Forniture per ufficio;06/11/2022;Privati;786
Forniture per ufficio;06/11/2022;Grandi aziende;459
Tecnologia;06/11/2022;Grandi aziende;115
Mobili;07/11/2022;Grandi aziende;670
Forniture per ufficio;07/11/2022;Privati;1495
Forniture per ufficio;07/11/2022;Grandi aziende;850
Forniture per ufficio;07/11/2022;Piccole aziende;965
Tecnologia;07/11/2022;Privati;502
Tecnologia;07/11/2022;Grandi aziende;813
Mobili;08/11/2022;Privati;375
Forniture per ufficio;08/11/2022;Privati;243
Forniture per ufficio;08/11/2022;Piccole aziende;567
Tecnologia;08/11/2022;Privati;1062
Tecnologia;08/11/2022;Grandi aziende;817
Tecnologia;08/11/2022;Piccole aziende;65
Mobili;10/11/2022;Privati;266
Mobili;10/11/2022;Grandi aziende;240
Forniture per ufficio;10/11/2022;Privati;116
Forniture per ufficio;10/11/2022;Grandi aziende;588
Forniture per ufficio;10/11/2022;Piccole aziende;671
Tecnologia;10/11/2022;Privati;306
Tecnologia;10/11/2022;Grandi aziende;181
Mobili;11/11/2022;Piccole aziende;118
Forniture per ufficio;11/11/2022;Privati;55
Forniture per ufficio;11/11/2022;Grandi aziende;173
Forniture per ufficio;11/11/2022;Piccole aziende;25
Tecnologia;11/11/2022;Privati;768
Tecnologia;11/11/2022;Piccole aziende;279
Mobili;12/11/2022;Privati;3175
Mobili;12/11/2022;Grandi aziende;324
Forniture per ufficio;12/11/2022;Privati;2785
Forniture per ufficio;12/11/2022;Grandi aziende;1244
Tecnologia;12/11/2022;Privati;6368
Tecnologia;12/11/2022;Grandi aziende;498
Mobili;13/11/2022;Privati;439
Mobili;13/11/2022;Grandi aziende;89
Forniture per ufficio;13/11/2022;Privati;149
Forniture per ufficio;13/11/2022;Grandi aziende;97
Forniture per ufficio;13/11/2022;Piccole aziende;12
Mobili;14/11/2022;Privati;668
Forniture per ufficio;14/11/2022;Privati;842
Forniture per ufficio;14/11/2022;Grandi aziende;244
Tecnologia;14/11/2022;Privati;368
Mobili;15/11/2022;Privati;52
Mobili;15/11/2022;Grandi aziende;1345
Forniture per ufficio;15/11/2022;Privati;1052
Forniture per ufficio;15/11/2022;Piccole aziende;44
Tecnologia;15/11/2022;Privati;780
Mobili;16/11/2022;Privati;785
Forniture per ufficio;16/11/2022;Privati;38
Mobili;17/11/2022;Grandi aziende;1620
Forniture per ufficio;17/11/2022;Privati;737
Forniture per ufficio;17/11/2022;Grandi aziende;2046
Forniture per ufficio;17/11/2022;Piccole aziende;163
Tecnologia;17/11/2022;Privati;758
Tecnologia;17/11/2022;Grandi aziende;2826
Mobili;18/11/2022;Privati;369
Mobili;18/11/2022;Grandi aziende;981
Mobili;18/11/2022;Piccole aziende;786
Forniture per ufficio;18/11/2022;Privati;1243
Forniture per ufficio;18/11/2022;Grandi aziende;1311
Forniture per ufficio;18/11/2022;Piccole aziende;343
Tecnologia;18/11/2022;Privati;400
Tecnologia;18/11/2022;Grandi aziende;2154
Mobili;19/11/2022;Privati;5386
Forniture per ufficio;19/11/2022;Privati;512
Forniture per ufficio;19/11/2022;Grandi aziende;41
Tecnologia;19/11/2022;Privati;470
Mobili;20/11/2022;Privati;510
Forniture per ufficio;20/11/2022;Privati;979
Forniture per ufficio;20/11/2022;Grandi aziende;1398
Forniture per ufficio;20/11/2022;Piccole aziende;123
Tecnologia;20/11/2022;Privati;2561
Tecnologia;20/11/2022;Piccole aziende;1074
Mobili;21/11/2022;Privati;1301
Mobili;21/11/2022;Grandi aziende;1260
Forniture per ufficio;21/11/2022;Privati;396
Forniture per ufficio;21/11/2022;Grandi aziende;1227
Forniture per ufficio;21/11/2022;Piccole aziende;398
Tecnologia;21/11/2022;Privati;1240
Mobili;22/11/2022;Privati;647
Mobili;22/11/2022;Grandi aziende;196
Forniture per ufficio;22/11/2022;Privati;148
Forniture per ufficio;22/11/2022;Piccole aziende;1443
Tecnologia;22/11/2022;Grandi aziende;2211
Mobili;23/11/2022;Grandi aziende;515
Forniture per ufficio;23/11/2022;Grandi aziende;601
Tecnologia;23/11/2022;Grandi aziende;1202
Mobili;24/11/2022;Privati;738
Mobili;24/11/2022;Grandi aziende;806
Mobili;24/11/2022;Piccole aziende;614
Forniture per ufficio;24/11/2022;Privati;2212
Forniture per ufficio;24/11/2022;Grandi aziende;24
Tecnologia;24/11/2022;Privati;389
Tecnologia;24/11/2022;Grandi aziende;508
Tecnologia;24/11/2022;Piccole aziende;136
Mobili;25/11/2022;Privati;274
Forniture per ufficio;25/11/2022;Privati;1354
Forniture per ufficio;25/11/2022;Grandi aziende;261
Forniture per ufficio;25/11/2022;Piccole aziende;60
Tecnologia;25/11/2022;Privati;1131
Tecnologia;25/11/2022;Piccole aziende;593
Mobili;26/11/2022;Privati;107
Mobili;26/11/2022;Grandi aziende;153
Forniture per ufficio;26/11/2022;Privati;3469
Forniture per ufficio;26/11/2022;Grandi aziende;141
Forniture per ufficio;26/11/2022;Piccole aziende;370
Tecnologia;26/11/2022;Privati;581
Tecnologia;26/11/2022;Grandi aziende;459
Mobili;27/11/2022;Privati;1206
Mobili;27/11/2022;Grandi aziende;575
Forniture per ufficio;27/11/2022;Privati;1567
Forniture per ufficio;27/11/2022;Grandi aziende;340
Forniture per ufficio;27/11/2022;Piccole aziende;179
Tecnologia;27/11/2022;Privati;1352
Tecnologia;27/11/2022;Grandi aziende;1086
Mobili;28/11/2022;Privati;750
Mobili;28/11/2022;Grandi aziende;3022
Forniture per ufficio;28/11/2022;Privati;1543
Forniture per ufficio;28/11/2022;Grandi aziende;503
Tecnologia;28/11/2022;Privati;303
Mobili;29/11/2022;Piccole aziende;97
Forniture per ufficio;29/11/2022;Privati;416
Forniture per ufficio;29/11/2022;Grandi aziende;490
Forniture per ufficio;29/11/2022;Piccole aziende;274
Tecnologia;29/11/2022;Grandi aziende;407
Tecnologia;29/11/2022;Piccole aziende;2256
Mobili;01/12/2022;Privati;110
Forniture per ufficio;01/12/2022;Privati;44
Forniture per ufficio;01/12/2022;Grandi aziende;432
Mobili;02/12/2022;Privati;350
Mobili;02/12/2022;Grandi aziende;41
Forniture per ufficio;02/12/2022;Privati;471
Forniture per ufficio;02/12/2022;Grandi aziende;69
Forniture per ufficio;02/12/2022;Piccole aziende;412
Tecnologia;02/12/2022;Privati;844
Tecnologia;02/12/2022;Grandi aziende;112
Tecnologia;02/12/2022;Piccole aziende;128
Forniture per ufficio;03/12/2022;Privati;1080
Forniture per ufficio;03/12/2022;Grandi aziende;766
Forniture per ufficio;03/12/2022;Piccole aziende;180
Tecnologia;03/12/2022;Privati;716
Tecnologia;03/12/2022;Grandi aziende;1750
Tecnologia;03/12/2022;Piccole aziende;111
Mobili;04/12/2022;Privati;1145
Mobili;04/12/2022;Piccole aziende;401
Forniture per ufficio;04/12/2022;Privati;496
Forniture per ufficio;04/12/2022;Grandi aziende;473
Forniture per ufficio;04/12/2022;Piccole aziende;161
Tecnologia;04/12/2022;Privati;918
Tecnologia;04/12/2022;Grandi aziende;731
Mobili;05/12/2022;Piccole aziende;67
Forniture per ufficio;05/12/2022;Privati;456
Forniture per ufficio;05/12/2022;Grandi aziende;1507
Forniture per ufficio;05/12/2022;Piccole aziende;1599
Forniture per ufficio;06/12/2022;Privati;530
Forniture per ufficio;06/12/2022;Grandi aziende;141
Forniture per ufficio;06/12/2022;Piccole aziende;43
Tecnologia;06/12/2022;Grandi aziende;398
Mobili;07/12/2022;Privati;2297
Tecnologia;07/12/2022;Privati;776
Mobili;08/12/2022;Privati;924
Mobili;08/12/2022;Grandi aziende;70
Forniture per ufficio;08/12/2022;Privati;478
Forniture per ufficio;08/12/2022;Grandi aziende;1617
Forniture per ufficio;08/12/2022;Piccole aziende;80
Tecnologia;08/12/2022;Privati;1149
Tecnologia;08/12/2022;Grandi aziende;2215
Tecnologia;08/12/2022;Piccole aziende;199
Mobili;09/12/2022;Privati;1491
Mobili;09/12/2022;Grandi aziende;156
Forniture per ufficio;09/12/2022;Privati;1022
Forniture per ufficio;09/12/2022;Grandi aziende;594
Tecnologia;09/12/2022;Privati;162
Tecnologia;09/12/2022;Grandi aziende;1204
Mobili;10/12/2022;Grandi aziende;206
Forniture per ufficio;10/12/2022;Privati;628
Forniture per ufficio;10/12/2022;Grandi aziende;200
Forniture per ufficio;10/12/2022;Piccole aziende;561
Tecnologia;10/12/2022;Grandi aziende;583
Tecnologia;10/12/2022;Piccole aziende;217
Mobili;11/12/2022;Privati;241
Mobili;11/12/2022;Grandi aziende;1175
Mobili;11/12/2022;Piccole aziende;217
Forniture per ufficio;11/12/2022;Privati;250
Forniture per ufficio;11/12/2022;Grandi aziende;31
Forniture per ufficio;11/12/2022;Piccole aziende;93
Tecnologia;11/12/2022;Privati;1608
Tecnologia;11/12/2022;Piccole aziende;1608
Mobili;12/12/2022;Privati;908
Mobili;12/12/2022;Grandi aziende;162
Forniture per ufficio;12/12/2022;Privati;885
Forniture per ufficio;12/12/2022;Grandi aziende;168
Tecnologia;12/12/2022;Privati;925
Forniture per ufficio;13/12/2022;Privati;513
Forniture per ufficio;13/12/2022;Grandi aziende;17
Forniture per ufficio;13/12/2022;Piccole aziende;381
Tecnologia;13/12/2022;Privati;2140
Mobili;14/12/2022;Privati;439
Tecnologia;14/12/2022;Privati;101
Mobili;15/12/2022;Privati;2240
Forniture per ufficio;15/12/2022;Privati;1234
Forniture per ufficio;15/12/2022;Grandi aziende;292
Forniture per ufficio;15/12/2022;Piccole aziende;40
Tecnologia;15/12/2022;Privati;1474
Mobili;16/12/2022;Piccole aziende;105
Forniture per ufficio;16/12/2022;Privati;1067
Forniture per ufficio;16/12/2022;Grandi aziende;685
Forniture per ufficio;16/12/2022;Piccole aziende;1334
Tecnologia;16/12/2022;Privati;247
Tecnologia;16/12/2022;Grandi aziende;309
Forniture per ufficio;17/12/2022;Privati;177
Forniture per ufficio;17/12/2022;Grandi aziende;163
Forniture per ufficio;17/12/2022;Piccole aziende;9
Tecnologia;17/12/2022;Privati;240
Tecnologia;17/12/2022;Grandi aziende;1490
Tecnologia;17/12/2022;Piccole aziende;1241
Mobili;18/12/2022;Privati;1458
Forniture per ufficio;18/12/2022;Privati;1463
Forniture per ufficio;18/12/2022;Grandi aziende;287
Tecnologia;18/12/2022;Privati;681
Mobili;19/12/2022;Grandi aziende;848
Forniture per ufficio;19/12/2022;Privati;1302
Forniture per ufficio;19/12/2022;Grandi aziende;936
Forniture per ufficio;19/12/2022;Piccole aziende;166
Tecnologia;19/12/2022;Grandi aziende;2853
Tecnologia;19/12/2022;Piccole aziende;4766
Mobili;20/12/2022;Privati;227
Forniture per ufficio;20/12/2022;Privati;150
Mobili;22/12/2022;Piccole aziende;117
Forniture per ufficio;22/12/2022;Privati;22
Tecnologia;22/12/2022;Piccole aziende;1772
Mobili;23/12/2022;Grandi aziende;403
Mobili;23/12/2022;Piccole aziende;2202
Forniture per ufficio;23/12/2022;Privati;327
Forniture per ufficio;23/12/2022;Grandi aziende;709
Forniture per ufficio;23/12/2022;Piccole aziende;605
Tecnologia;23/12/2022;Grandi aziende;693
Mobili;24/12/2022;Privati;4253
Mobili;24/12/2022;Grandi aziende;440
Forniture per ufficio;24/12/2022;Privati;532
Forniture per ufficio;24/12/2022;Grandi aziende;196
Forniture per ufficio;24/12/2022;Piccole aziende;90
Tecnologia;24/12/2022;Privati;1710
Mobili;25/12/2022;Grandi aziende;346
Forniture per ufficio;25/12/2022;Privati;1350
Forniture per ufficio;25/12/2022;Grandi aziende;1263
Forniture per ufficio;25/12/2022;Piccole aziende;283
Tecnologia;25/12/2022;Privati;582
Tecnologia;25/12/2022;Grandi aziende;344
Tecnologia;25/12/2022;Piccole aziende;533
Mobili;26/12/2022;Privati;1973
Mobili;26/12/2022;Grandi aziende;26
Mobili;26/12/2022;Piccole aziende;200
Forniture per ufficio;26/12/2022;Privati;530
Forniture per ufficio;26/12/2022;Grandi aziende;31
Forniture per ufficio;26/12/2022;Piccole aziende;178
Tecnologia;26/12/2022;Privati;2226
Tecnologia;26/12/2022;Piccole aziende;3199
Forniture per ufficio;27/12/2022;Privati;1833
Forniture per ufficio;27/12/2022;Grandi aziende;2339
Forniture per ufficio;27/12/2022;Piccole aziende;94
Tecnologia;27/12/2022;Grandi aziende;515
Forniture per ufficio;28/12/2022;Privati;343
Forniture per ufficio;28/12/2022;Piccole aziende;725
Mobili;29/12/2022;Privati;2336
Forniture per ufficio;29/12/2022;Privati;3103
Forniture per ufficio;29/12/2022;Grandi aziende;295
Forniture per ufficio;29/12/2022;Piccole aziende;139
Tecnologia;29/12/2022;Privati;1089
Tecnologia;29/12/2022;Grandi aziende;114
Tecnologia;29/12/2022;Piccole aziende;377
Mobili;30/12/2022;Privati;1142
Mobili;30/12/2022;Piccole aziende;136
Forniture per ufficio;30/12/2022;Privati;574
Forniture per ufficio;30/12/2022;Grandi aziende;207
Tecnologia;30/12/2022;Privati;263
Tecnologia;30/12/2022;Grandi aziende;2228
Mobili;31/12/2022;Grandi aziende;223
Forniture per ufficio;31/12/2022;Privati;1185
Forniture per ufficio;31/12/2022;Piccole aziende;93
Tecnologia;31/12/2022;Grandi aziende;772
Tecnologia;31/12/2022;Piccole aziende;695
